Flow_ID,Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Duration,Total_Fwd_Pkts,Total_Bwd_Pkts,Total_Pkts,F1_PacketRate_RAW,F2_SynRatio_RAW,F3_DistinctPorts_RAW,F4_PayloadLen_RAW,F5_FailRate_RAW,F6_ContextScore_RAW
192.168.234.155-192.168.234.1-34866-80-6,192.168.234.155,192.168.234.1,34866,80,TCP,0.101386,5,3,8,78.9065,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34870-80-6,192.168.234.155,192.168.234.1,34870,80,TCP,0.101147,5,3,8,79.0929,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34878-80-6,192.168.234.155,192.168.234.1,34878,80,TCP,0.101351,5,3,8,78.9336,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34880-80-6,192.168.234.155,192.168.234.1,34880,80,TCP,0.101537,5,3,8,78.7890,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34884-80-6,192.168.234.155,192.168.234.1,34884,80,TCP,0.101393,5,3,8,78.9009,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34896-80-6,192.168.234.155,192.168.234.1,34896,80,TCP,0.101297,5,3,8,78.9756,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34898-80-6,192.168.234.155,192.168.234.1,34898,80,TCP,0.101481,5,3,8,78.8323,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34900-80-6,192.168.234.155,192.168.234.1,34900,80,TCP,0.101783,5,3,8,78.5987,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34908-80-6,192.168.234.155,192.168.234.1,34908,80,TCP,0.101653,5,3,8,78.6990,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34910-80-6,192.168.234.155,192.168.234.1,34910,80,TCP,0.101938,5,3,8,78.4791,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34914-80-6,192.168.234.155,192.168.234.1,34914,80,TCP,0.101534,5,3,8,78.7914,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34918-80-6,192.168.234.155,192.168.234.1,34918,80,TCP,0.102348,5,3,8,78.1648,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34920-80-6,192.168.234.155,192.168.234.1,34920,80,TCP,0.102302,5,3,8,78.2000,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34928-80-6,192.168.234.155,192.168.234.1,34928,80,TCP,0.102184,5,3,8,78.2903,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34940-80-6,192.168.234.155,192.168.234.1,34940,80,TCP,0.112956,5,3,8,70.8240,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34946-80-6,192.168.234.155,192.168.234.1,34946,80,TCP,0.116303,5,3,8,68.7859,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34962-80-6,192.168.234.155,192.168.234.1,34962,80,TCP,0.111051,5,3,8,72.0389,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34966-80-6,192.168.234.155,192.168.234.1,34966,80,TCP,0.110851,5,3,8,72.1689,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34972-80-6,192.168.234.155,192.168.234.1,34972,80,TCP,0.111039,5,3,8,72.0468,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34974-80-6,192.168.234.155,192.168.234.1,34974,80,TCP,0.110613,5,3,8,72.3243,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34988-80-6,192.168.234.155,192.168.234.1,34988,80,TCP,0.109707,5,3,8,72.9216,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34990-80-6,192.168.234.155,192.168.234.1,34990,80,TCP,0.109261,5,3,8,73.2191,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-34994-80-6,192.168.234.155,192.168.234.1,34994,80,TCP,0.108714,5,3,8,73.5877,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35010-80-6,192.168.234.155,192.168.234.1,35010,80,TCP,0.106082,5,3,8,75.4134,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35020-80-6,192.168.234.155,192.168.234.1,35020,80,TCP,0.109110,5,3,8,73.3206,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35032-80-6,192.168.234.155,192.168.234.1,35032,80,TCP,0.104097,5,3,8,76.8513,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35048-80-6,192.168.234.155,192.168.234.1,35048,80,TCP,0.102796,5,3,8,77.8240,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35068-80-6,192.168.234.155,192.168.234.1,35068,80,TCP,0.102223,5,3,8,78.2602,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35052-80-6,192.168.234.155,192.168.234.1,35052,80,TCP,0.102210,5,3,8,78.2702,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35080-80-6,192.168.234.155,192.168.234.1,35080,80,TCP,0.101740,5,3,8,78.6317,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35088-80-6,192.168.234.155,192.168.234.1,35088,80,TCP,0.105779,5,3,8,75.6294,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35092-80-6,192.168.234.155,192.168.234.1,35092,80,TCP,0.105277,5,3,8,75.9900,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35102-80-6,192.168.234.155,192.168.234.1,35102,80,TCP,0.105103,5,3,8,76.1158,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35106-80-6,192.168.234.155,192.168.234.1,35106,80,TCP,0.103559,5,3,8,77.2506,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35118-80-6,192.168.234.155,192.168.234.1,35118,80,TCP,0.105254,5,3,8,76.0067,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35124-80-6,192.168.234.155,192.168.234.1,35124,80,TCP,0.105160,5,3,8,76.0746,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35140-80-6,192.168.234.155,192.168.234.1,35140,80,TCP,0.105090,5,3,8,76.1253,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35150-80-6,192.168.234.155,192.168.234.1,35150,80,TCP,0.103590,5,3,8,77.2275,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35162-80-6,192.168.234.155,192.168.234.1,35162,80,TCP,0.103377,5,3,8,77.3868,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35172-80-6,192.168.234.155,192.168.234.1,35172,80,TCP,0.103954,5,3,8,76.9571,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35148-80-6,192.168.234.155,192.168.234.1,35148,80,TCP,0.103321,5,3,8,77.4287,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35178-80-6,192.168.234.155,192.168.234.1,35178,80,TCP,0.102110,5,3,8,78.3470,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35194-80-6,192.168.234.155,192.168.234.1,35194,80,TCP,0.103498,5,3,8,77.2962,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35206-80-6,192.168.234.155,192.168.234.1,35206,80,TCP,0.103034,5,3,8,77.6443,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35218-80-6,192.168.234.155,192.168.234.1,35218,80,TCP,0.103070,5,3,8,77.6171,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35220-80-6,192.168.234.155,192.168.234.1,35220,80,TCP,0.111648,5,3,8,71.6537,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35234-80-6,192.168.234.155,192.168.234.1,35234,80,TCP,0.111615,5,3,8,71.6750,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35250-80-6,192.168.234.155,192.168.234.1,35250,80,TCP,0.110234,5,3,8,72.5729,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35260-80-6,192.168.234.155,192.168.234.1,35260,80,TCP,0.110326,5,3,8,72.5123,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35268-80-6,192.168.234.155,192.168.234.1,35268,80,TCP,0.109790,5,3,8,72.8665,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35284-80-6,192.168.234.155,192.168.234.1,35284,80,TCP,0.109648,5,3,8,72.9608,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35294-80-6,192.168.234.155,192.168.234.1,35294,80,TCP,0.109563,5,3,8,73.0174,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35302-80-6,192.168.234.155,192.168.234.1,35302,80,TCP,0.109409,5,3,8,73.1201,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35304-80-6,192.168.234.155,192.168.234.1,35304,80,TCP,0.107745,5,3,8,74.2493,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35314-80-6,192.168.234.155,192.168.234.1,35314,80,TCP,0.109102,5,3,8,73.3259,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35318-80-6,192.168.234.155,192.168.234.1,35318,80,TCP,0.108361,5,3,8,73.8273,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35328-80-6,192.168.234.155,192.168.234.1,35328,80,TCP,0.108416,5,3,8,73.7898,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35330-80-6,192.168.234.155,192.168.234.1,35330,80,TCP,0.102182,5,3,8,78.2917,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35342-80-6,192.168.234.155,192.168.234.1,35342,80,TCP,0.101817,5,3,8,78.5722,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35352-80-6,192.168.234.155,192.168.234.1,35352,80,TCP,0.103973,5,3,8,76.9429,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35360-80-6,192.168.234.155,192.168.234.1,35360,80,TCP,0.103837,5,3,8,77.0438,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35376-80-6,192.168.234.155,192.168.234.1,35376,80,TCP,0.103335,5,3,8,77.4182,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35390-80-6,192.168.234.155,192.168.234.1,35390,80,TCP,0.108242,5,3,8,73.9084,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35396-80-6,192.168.234.155,192.168.234.1,35396,80,TCP,0.108211,5,3,8,73.9298,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35408-80-6,192.168.234.155,192.168.234.1,35408,80,TCP,0.106112,5,3,8,75.3920,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35410-80-6,192.168.234.155,192.168.234.1,35410,80,TCP,0.105732,5,3,8,75.6630,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35420-80-6,192.168.234.155,192.168.234.1,35420,80,TCP,0.104979,5,3,8,76.2057,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35432-80-6,192.168.234.155,192.168.234.1,35432,80,TCP,0.104531,5,3,8,76.5325,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35442-80-6,192.168.234.155,192.168.234.1,35442,80,TCP,0.104916,5,3,8,76.2514,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35452-80-6,192.168.234.155,192.168.234.1,35452,80,TCP,0.105751,5,3,8,75.6494,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35460-80-6,192.168.234.155,192.168.234.1,35460,80,TCP,0.105611,5,3,8,75.7498,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35468-80-6,192.168.234.155,192.168.234.1,35468,80,TCP,0.106422,5,3,8,75.1723,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35482-80-6,192.168.234.155,192.168.234.1,35482,80,TCP,0.108466,5,3,8,73.7559,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35484-80-6,192.168.234.155,192.168.234.1,35484,80,TCP,0.102069,5,3,8,78.3784,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35500-80-6,192.168.234.155,192.168.234.1,35500,80,TCP,0.101483,5,3,8,78.8309,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35504-80-6,192.168.234.155,192.168.234.1,35504,80,TCP,0.102631,5,3,8,77.9491,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35508-80-6,192.168.234.155,192.168.234.1,35508,80,TCP,0.102622,5,3,8,77.9560,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35516-80-6,192.168.234.155,192.168.234.1,35516,80,TCP,0.102332,5,3,8,78.1770,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35530-80-6,192.168.234.155,192.168.234.1,35530,80,TCP,0.102248,5,3,8,78.2412,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35542-80-6,192.168.234.155,192.168.234.1,35542,80,TCP,0.114437,5,3,8,69.9074,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35558-80-6,192.168.234.155,192.168.234.1,35558,80,TCP,0.114461,5,3,8,69.8927,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35574-80-6,192.168.234.155,192.168.234.1,35574,80,TCP,0.114165,5,3,8,70.0740,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35590-80-6,192.168.234.155,192.168.234.1,35590,80,TCP,0.113804,5,3,8,70.2964,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35560-80-6,192.168.234.155,192.168.234.1,35560,80,TCP,0.113809,5,3,8,70.2931,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35598-80-6,192.168.234.155,192.168.234.1,35598,80,TCP,0.113637,5,3,8,70.3996,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35602-80-6,192.168.234.155,192.168.234.1,35602,80,TCP,0.113028,5,3,8,70.7790,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35618-80-6,192.168.234.155,192.168.234.1,35618,80,TCP,0.111257,5,3,8,71.9057,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35632-80-6,192.168.234.155,192.168.234.1,35632,80,TCP,0.111566,5,3,8,71.7064,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35648-80-6,192.168.234.155,192.168.234.1,35648,80,TCP,0.110642,5,3,8,72.3053,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35650-80-6,192.168.234.155,192.168.234.1,35650,80,TCP,0.105624,5,3,8,75.7404,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35656-80-6,192.168.234.155,192.168.234.1,35656,80,TCP,0.102209,5,3,8,78.2711,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35660-80-6,192.168.234.155,192.168.234.1,35660,80,TCP,0.104523,5,3,8,76.5380,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35670-80-6,192.168.234.155,192.168.234.1,35670,80,TCP,0.104295,5,3,8,76.7055,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35672-80-6,192.168.234.155,192.168.234.1,35672,80,TCP,0.104284,5,3,8,76.7136,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35674-80-6,192.168.234.155,192.168.234.1,35674,80,TCP,0.101640,5,3,8,78.7090,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35678-80-6,192.168.234.155,192.168.234.1,35678,80,TCP,0.106007,5,3,8,75.4668,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35680-80-6,192.168.234.155,192.168.234.1,35680,80,TCP,0.106037,5,3,8,75.4454,0.2000,1.0000,235.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35690-80-6,192.168.234.155,192.168.234.1,35690,80,TCP,0.105726,5,3,8,75.6673,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35700-80-6,192.168.234.155,192.168.234.1,35700,80,TCP,0.105728,5,3,8,75.6659,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35708-80-6,192.168.234.155,192.168.234.1,35708,80,TCP,0.105499,5,3,8,75.8301,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35722-80-6,192.168.234.155,192.168.234.1,35722,80,TCP,0.105367,5,3,8,75.9251,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35736-80-6,192.168.234.155,192.168.234.1,35736,80,TCP,0.105287,5,3,8,75.9829,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35752-80-6,192.168.234.155,192.168.234.1,35752,80,TCP,0.104348,5,3,8,76.6666,0.2000,1.0000,231.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35768-80-6,192.168.234.155,192.168.234.1,35768,80,TCP,0.104289,5,3,8,76.7099,0.2000,1.0000,234.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35784-80-6,192.168.234.155,192.168.234.1,35784,80,TCP,0.104140,5,3,8,76.8196,0.2000,1.0000,232.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35786-80-6,192.168.234.155,192.168.234.1,35786,80,TCP,0.106074,5,3,8,75.4190,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35790-80-6,192.168.234.155,192.168.234.1,35790,80,TCP,0.103000,5,3,8,77.6698,0.2000,1.0000,81.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35792-80-6,192.168.234.155,192.168.234.1,35792,80,TCP,0.004482,3,2,5,1115.5657,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35800-80-6,192.168.234.155,192.168.234.1,35800,80,TCP,0.004405,3,2,5,1135.0682,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35804-80-6,192.168.234.155,192.168.234.1,35804,80,TCP,0.004315,3,2,5,1158.7115,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35808-80-6,192.168.234.155,192.168.234.1,35808,80,TCP,0.004110,3,2,5,1216.5160,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35824-80-6,192.168.234.155,192.168.234.1,35824,80,TCP,0.003936,3,2,5,1270.3083,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35840-80-6,192.168.234.155,192.168.234.1,35840,80,TCP,0.003988,3,2,5,1253.7526,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35846-80-6,192.168.234.155,192.168.234.1,35846,80,TCP,0.003725,3,2,5,1342.2632,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35856-80-6,192.168.234.155,192.168.234.1,35856,80,TCP,0.003699,3,2,5,1351.6932,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35872-80-6,192.168.234.155,192.168.234.1,35872,80,TCP,0.003607,3,2,5,1386.1802,0.3333,1.0000,0.0000,0.2000,0.0000
192.168.234.155-192.168.234.1-35886-80-6,192.168.234.155,192.168.234.1,35886,80,TCP,0.103626,5,3,8,77.2007,0.2000,1.0000,237.0000,0.1250,0.0000
192.168.234.155-192.168.234.1-35890-80-6,192.168.234.155,192.168.234.1,35890,80,TCP,0.106753,5,3,8,74.9393,0.2000,1.0000,233.0000,0.1250,0.0000
192.168.234.1-239.255.255.250-50852-1900-17,192.168.234.1,239.255.255.250,50852,1900,UDP,0.000000,1,0,1,1.0000,0.0000,1.0000,125.0000,0.0000,0.0000
